[2024-06-22 16:01:42.441] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:02:38.957] [info]  [16:02:38] [Render thread/INFO]: [System] [CHAT] Please wait 14.8 more seconds until you can use the next Enderpearl
[2024-06-22 16:02:39.050] [info]  [16:02:39] [Render thread/WARN]: Entity RemotePlayer['ichikawa01'/1029496, l='ClientLevel', x=786.58, y=59.25, z=45.57] does not have attribute null
[2024-06-22 16:02:39.050] [info]  [16:02:39] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=784.42, y=59.17, z=47.25] does not have attribute null
[2024-06-22 16:02:39.141] [info]  [16:02:39] [Render thread/WARN]: Entity RemotePlayer['Intsb'/1084022, l='ClientLevel', x=778.60, y=58.52, z=23.95] does not have attribute null
[2024-06-22 16:02:39.242] [info]  [16:02:39] [Render thread/INFO]: [System] [CHAT]  Teravity: take off yo pants and crouch
[2024-06-22 16:02:39.352] [info]  [16:02:39] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=712.76, y=58.00, z=15.53] does not have attribute null
[2024-06-22 16:02:39.398] [info]  [16:02:39] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=759.22, y=58.12, z=8.80] does not have attribute null
[2024-06-22 16:02:39.546] [info]  [16:02:39] [Render thread/WARN]: Entity RemotePlayer['ohyes'/1023838, l='ClientLevel', x=786.92, y=59.00, z=48.55] does not have attribute null
[2024-06-22 16:02:39.547] [info]  [16:02:39] [Render thread/WARN]: Entity RemotePlayer['KyotoLol'/1096249, l='ClientLevel', x=732.47, y=59.31, z=11.36] does not have attribute null
[2024-06-22 16:02:39.547] [info]  [16:02:39] [Render thread/WARN]: Entity RemotePlayer['T_SevenTheRiper_'/1066117, l='ClientLevel', x=719.78, y=58.01, z=13.78] does not have attribute null
[2024-06-22 16:02:39.702] [info]  [16:02:39] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=759.56, y=59.25, z=10.10] does not have attribute null
[2024-06-22 16:02:40.058] [info]  [16:02:40] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=784.35, y=58.93, z=46.64] does not have attribute null
[2024-06-22 16:02:40.122] [info]  [16:02:40] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=766.77, y=58.73, z=-25.12] does not have attribute null
[2024-06-22 16:02:40.357] [info]  [16:02:40] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=756.27, y=58.03, z=8.68] does not have attribute null
[2024-06-22 16:02:40.449] [info]  [16:02:40] [Render thread/WARN]: Entity RemotePlayer['AK1Roo_'/892403, l='ClientLevel', x=755.36, y=58.00, z=25.00] does not have attribute null
[2024-06-22 16:02:40.557] [info]  [16:02:40] [Render thread/INFO]: [System] [CHAT] (⚔) _Blacee_ killed Willan404
[2024-06-22 16:02:40.594] [info]  [16:02:40] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=755.74, y=58.28, z=8.31] does not have attribute null
[2024-06-22 16:02:40.594] [info]  [16:02:40] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=770.29, y=58.00, z=38.93] does not have attribute null
[2024-06-22 16:02:40.594] [info]  [16:02:40] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=733.97, y=59.03, z=15.03] does not have attribute null
[2024-06-22 16:02:40.996] [info]  [16:02:40] [Render thread/WARN]: Entity RemotePlayer['T_SevenTheRiper_'/1066117, l='ClientLevel', x=729.05, y=58.00, z=14.77] does not have attribute null
[2024-06-22 16:02:41.271] [info]  [16:02:41] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=744.59, y=58.75, z=25.42] does not have attribute null
[2024-06-22 16:02:41.399] [info]  [16:02:41] [Render thread/INFO]: [System] [CHAT]  NotATryhard: hi
[2024-06-22 16:02:41.400] [info]  [16:02:41] [Render thread/INFO]: [System] [CHAT]  BLOODMOON: wait lemme make another acc
[2024-06-22 16:02:41.639] [info]  [16:02:41] [Render thread/WARN]: Entity RemotePlayer['Goripe'/1003867, l='ClientLevel', x=778.23, y=58.12, z=24.49] does not have attribute null
[2024-06-22 16:02:41.657] [info]  [16:02:41] [Render thread/WARN]: Entity RemotePlayer['_GodHaru'/1087212, l='ClientLevel', x=765.61, y=58.00, z=42.11] does not have attribute null
[2024-06-22 16:02:41.684] [info]  [16:02:41] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=736.27, y=58.83, z=16.20] does not have attribute null
[2024-06-22 16:02:41.758] [info]  [16:02:41] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=782.19, y=59.02, z=47.72] does not have attribute null
[2024-06-22 16:02:41.849] [info]  [16:02:41] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=753.47, y=58.96, z=6.99] does not have attribute null
[2024-06-22 16:02:41.849] [info]  [16:02:41] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=783.29, y=58.64, z=47.09] does not have attribute null
[2024-06-22 16:02:41.959] [info]  [16:02:41] [Render thread/WARN]: Entity RemotePlayer['KyotoLol'/1096249, l='ClientLevel', x=736.15, y=58.63, z=15.36] does not have attribute null
[2024-06-22 16:02:42.261] [info]  [16:02:42] [Render thread/WARN]: Entity RemotePlayer['_MaGod'/1076091, l='ClientLevel', x=761.83, y=58.00, z=39.60] does not have attribute null
[2024-06-22 16:02:42.400] [info]  [16:02:42] [Render thread/WARN]: Entity RemotePlayer['AK1Roo_'/892403, l='ClientLevel', x=757.44, y=65.26, z=41.80] does not have attribute null
[2024-06-22 16:02:42.455] [info]  [16:02:42] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=744.47, y=58.82, z=23.00] does not have attribute null
[2024-06-22 16:02:42.694] [info]  [16:02:42] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=724.04, y=58.00, z=16.75] does not have attribute null
[2024-06-22 16:02:42.758] [info]  [16:02:42] [Render thread/WARN]: Entity RemotePlayer['_GodHaru'/1087212, l='ClientLevel', x=763.44, y=58.00, z=42.72] does not have attribute null
[2024-06-22 16:02:43.154] [info]  [16:02:43] [Render thread/WARN]: Entity RemotePlayer['_Crypreereturn'/1103433, l='ClientLevel', x=754.15, y=58.88, z=6.76] does not have attribute null
[2024-06-22 16:02:43.255] [info]  [16:02:43] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=736.79, y=58.72, z=15.39] does not have attribute null
[2024-06-22 16:02:43.320] [info]  [16:02:43] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=766.58, y=58.12, z=44.23] does not have attribute null
[2024-06-22 16:02:43.411] [info]  [16:02:43] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=765.96, y=58.42, z=44.35] does not have attribute null
[2024-06-22 16:02:43.557] [info]  [16:02:43] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=725.62, y=58.00, z=18.31] does not have attribute null
[2024-06-22 16:02:43.812] [info]  [16:02:43] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=764.66, y=58.80, z=43.65] does not have attribute null
[2024-06-22 16:02:43.877] [info]  [16:02:43] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=764.56, y=58.50, z=43.58] does not have attribute null
[2024-06-22 16:02:44.370] [info]  [16:02:44] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=765.31, y=59.02, z=46.39] does not have attribute null
[2024-06-22 16:02:44.371] [info]  [16:02:44] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=765.31, y=59.02, z=46.39] does not have attribute null
[2024-06-22 16:02:44.895] [info]  [16:02:44] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=765.18, y=59.25, z=45.80] does not have attribute null
[2024-06-22 16:02:45.014] [info]  [16:02:45] [Render thread/WARN]: Entity RemotePlayer['SazokiXXxXX46'/1052170, l='ClientLevel', x=752.54, y=59.18, z=5.41] does not have attribute null
[2024-06-22 16:02:45.664] [info]  [16:02:45] [Render thread/WARN]: Entity RemotePlayer['SummerFrog'/1095886, l='ClientLevel', x=747.41, y=59.25, z=18.40] does not have attribute null
[2024-06-22 16:02:45.755] [info]  [16:02:45] [Render thread/WARN]: Entity RemotePlayer['CpvpShadow'/1092852, l='ClientLevel', x=733.46, y=63.00, z=6.33] does not have attribute null
[2024-06-22 16:02:45.756] [info]  [16:02:45] [Render thread/WARN]: Entity RemotePlayer['_MaGod'/1076091, l='ClientLevel', x=765.83, y=59.10, z=43.55] does not have attribute null
[2024-06-22 16:02:45.893] [info]  [16:02:45] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=783.69, y=59.19, z=52.76] does not have attribute null
[2024-06-22 16:02:46.066] [info]  [16:02:46] [Render thread/WARN]: Entity RemotePlayer['ichikawa01'/1029496, l='ClientLevel', x=759.32, y=60.00, z=41.30] does not have attribute null
[2024-06-22 16:02:46.212] [info]  [16:02:46] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=766.51, y=58.80, z=43.08] does not have attribute null
[2024-06-22 16:02:46.304] [info]  [16:02:46] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=748.11, y=58.68, z=22.60] does not have attribute null
[2024-06-22 16:02:46.395] [info]  [16:02:46] [Render thread/WARN]: Entity RemotePlayer['ohyes'/1023838, l='ClientLevel', x=779.64, y=58.84, z=43.79] does not have attribute null
[2024-06-22 16:02:46.651] [info]  [16:02:46] [Render thread/WARN]: Entity RemotePlayer['_Crypreereturn'/1103433, l='ClientLevel', x=759.76, y=58.02, z=6.43] does not have attribute null
[2024-06-22 16:02:46.697] [info]  [16:02:46] [Render thread/INFO]: [System] [CHAT]  Teravity: ayo chill
[2024-06-22 16:02:46.706] [info]  [16:02:46] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=766.44, y=59.25, z=42.52] does not have attribute null
[2024-06-22 16:02:46.844] [info]  [16:02:46] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=766.50, y=59.02, z=42.79] does not have attribute null
[2024-06-22 16:02:47.209] [info]  [16:02:47] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=767.23, y=58.75, z=41.85] does not have attribute null
[2024-06-22 16:02:47.320] [info]  [16:02:47] [Render thread/INFO]: [System] [CHAT] (⚔) PandaXGirl killed stopjingsphobia
[2024-06-22 16:02:47.559] [info]  [16:02:47] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=767.57, y=58.80, z=42.71] does not have attribute null
[2024-06-22 16:02:47.751] [info]  [16:02:47] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=768.11, y=58.04, z=41.70] does not have attribute null
[2024-06-22 16:02:47.752] [info]  [16:02:47] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=781.69, y=58.77, z=59.74] does not have attribute null
[2024-06-22 16:02:47.900] [info]  [16:02:47] [Render thread/WARN]: Entity RemotePlayer['SummerFrog'/1095886, l='ClientLevel', x=747.41, y=59.25, z=18.40] does not have attribute null
[2024-06-22 16:02:47.900] [info]  [16:02:47] [Render thread/INFO]: [System] [CHAT] (⚔) unsxye killed Bhu0229A
[2024-06-22 16:02:48.111] [info]  [16:02:48] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=766.31, y=58.75, z=42.00] does not have attribute null
[2024-06-22 16:02:48.202] [info]  [16:02:48] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=766.75, y=59.15, z=41.48] does not have attribute null
[2024-06-22 16:02:48.257] [info]  [16:02:48] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=780.27, y=59.05, z=61.80] does not have attribute null
[2024-06-22 16:02:48.449] [info]  [16:02:48] [Render thread/WARN]: Entity RemotePlayer['_Crypreereturn'/1103433, l='ClientLevel', x=758.39, y=58.58, z=8.24] does not have attribute null
[2024-06-22 16:02:48.705] [info]  [16:02:48] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=769.15, y=58.68, z=38.85] does not have attribute null
[2024-06-22 16:02:49.189] [info]  [16:02:49] [Render thread/INFO]: [System] [CHAT] SummerFrog left while he was combat with Ra1zennnn
[2024-06-22 16:02:49.191] [info]  [16:02:49] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=769.47, y=59.02, z=40.12] does not have attribute null
[2024-06-22 16:02:49.209] [info]  [16:02:49] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=769.47, y=59.02, z=40.12] does not have attribute null
[2024-06-22 16:02:49.520] [info]  [16:02:49] [Render thread/WARN]: Entity RemotePlayer['T_SevenTheRiper_'/1066117, l='ClientLevel', x=768.67, y=58.00, z=18.79] does not have attribute null
[2024-06-22 16:02:49.603] [info]  [16:02:49] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=733.26, y=58.00, z=28.44] does not have attribute null
[2024-06-22 16:02:49.767] [info]  [16:02:49] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.63, y=58.00, z=39.37] does not have attribute null
[2024-06-22 16:02:49.840] [info]  [16:02:49] [Render thread/INFO]: [System] [CHAT]  DAREEL: fruitjerries
[2024-06-22 16:02:50.244] [info]  [16:02:50] [Render thread/WARN]: Entity RemotePlayer['glory590pro'/1103319, l='ClientLevel', x=776.18, y=58.00, z=17.18] does not have attribute null
[2024-06-22 16:02:50.253] [info]  [16:02:50] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.02, y=58.00, z=39.11] does not have attribute null
[2024-06-22 16:02:50.326] [info]  [16:02:50] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.02, y=58.42, z=39.45] does not have attribute null
[2024-06-22 16:02:50.674] [info]  [16:02:50] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=772.05, y=59.46, z=36.16] does not have attribute null
[2024-06-22 16:02:50.675] [info]  [16:02:50] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=772.05, y=59.46, z=36.16] does not have attribute null
[2024-06-22 16:02:50.675] [info]  [16:02:50] [Render thread/ERROR]: Error executing task on Client
[2024-06-22 16:02:50.675] [info]  java.lang.IllegalStateException: Player is either on another team or not on any team. Cannot remove from team 'pd-ghosts'.
[2024-06-22 16:02:50.675] [info]  	at Genesis/net.minecraft.world.scores.Scoreboard.removePlayerFromTeam(SourceFile:228) ~[?:?]
[2024-06-22 16:02:50.676] [info]  	at Genesis/net.minecraft.client.multiplayer.ClientPacketListener.handleSetPlayerTeamPacket(SourceFile:2325) ~[?:?]
[2024-06-22 16:02:50.676] [info]  	at Genesis/net.minecraft.network.protocol.game.ClientboundSetPlayerTeamPacket.handle(SourceFile:129) ~[?:?]
[2024-06-22 16:02:50.676] [info]  	at Genesis/net.minecraft.network.protocol.game.ClientboundSetPlayerTeamPacket.handle(SourceFile:14) ~[?:?]
[2024-06-22 16:02:50.677] [info]  	at Genesis/net.minecraft.network.protocol.PacketUtils.lambda$ensureRunningOnSameThread$0(SourceFile:22) ~[?:?]
[2024-06-22 16:02:50.677] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.doRunTask(SourceFile:156) [?:?]
[2024-06-22 16:02:50.677] [info]  	at Genesis/net.minecraft.util.thread.ReentrantBlockableEventLoop.doRunTask(SourceFile:23) [?:?]
[2024-06-22 16:02:50.677] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.pollTask(SourceFile:130) [?:?]
[2024-06-22 16:02:50.678] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.runAllTasks(SourceFile:115) [?:?]
[2024-06-22 16:02:50.678] [info]  	at Genesis/net.minecraft.client.Minecraft.runTick(SourceFile:1175) [?:?]
[2024-06-22 16:02:50.678] [info]  	at Genesis/net.minecraft.client.Minecraft.run(SourceFile:802) [?:?]
[2024-06-22 16:02:50.678] [info]  	at Genesis/net.minecraft.client.main.Main.main(SourceFile:250) [?:?]
[2024-06-22 16:02:50.679] [info]  	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:02:50.679] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:02:50.679] [info]  	at com.moonsworth.lunar.genesis.ClientGameBootstrap.apply(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:02:50.679] [info]  	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:02:50.680] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:02:50.680] [info]  	at com.moonsworth.lunar.genesis.IOCOHCCRCOHRICRRHOOICHIHO.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:02:50.680] [info]  	at com.moonsworth.lunar.genesis.Genesis.run(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:02:50.680] [info]  	at com.moonsworth.lunar.genesis.Genesis.main(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-22 16:02:50.756] [info]  [16:02:50] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=772.15, y=59.30, z=35.85] does not have attribute null
[2024-06-22 16:02:50.839] [info]  [16:02:50] [Render thread/WARN]: Entity RemotePlayer['_GodHaru'/1087212, l='ClientLevel', x=762.00, y=58.00, z=35.46] does not have attribute null
[2024-06-22 16:02:51.188] [info]  [16:02:51] [Render thread/WARN]: Entity RemotePlayer['xboykenn_'/1103207, l='ClientLevel', x=730.59, y=59.02, z=12.67] does not have attribute null
[2024-06-22 16:02:51.262] [info]  [16:02:51] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=772.60, y=59.18, z=36.32] does not have attribute null
[2024-06-22 16:02:51.262] [info]  [16:02:51] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=734.94, y=58.00, z=27.34] does not have attribute null
[2024-06-22 16:02:51.444] [info]  [16:02:51] [Render thread/WARN]: Entity RemotePlayer['xboykenn_'/1103207, l='ClientLevel', x=731.23, y=58.50, z=12.54] does not have attribute null
[2024-06-22 16:02:51.445] [info]  [16:02:51] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=762.68, y=59.80, z=9.11] does not have attribute null
[2024-06-22 16:02:51.636] [info]  [16:02:51] [Render thread/WARN]: Entity RemotePlayer['ItzNinja'/1053547, l='ClientLevel', x=775.38, y=58.64, z=18.28] does not have attribute null
[2024-06-22 16:02:51.702] [info]  [16:02:51] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.88, y=58.40, z=37.16] does not have attribute null
[2024-06-22 16:02:51.802] [info]  [16:02:51] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.99, y=58.94, z=36.87] does not have attribute null
[2024-06-22 16:02:52.058] [info]  [16:02:52] [Render thread/WARN]: Entity RemotePlayer['Intsb'/1084022, l='ClientLevel', x=781.05, y=58.00, z=20.86] does not have attribute null
[2024-06-22 16:02:52.141] [info]  [16:02:52] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=753.14, y=58.00, z=16.06] does not have attribute null
[2024-06-22 16:02:52.141] [info]  [16:02:52] [Render thread/WARN]: Entity RemotePlayer['SazokiXXxXX46'/1052170, l='ClientLevel', x=757.09, y=58.61, z=7.67] does not have attribute null
[2024-06-22 16:02:52.204] [info]  [16:02:52] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.82, y=58.00, z=35.72] does not have attribute null
[2024-06-22 16:02:52.223] [info]  [16:02:52] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.57, y=58.42, z=35.92] does not have attribute null
[2024-06-22 16:02:52.287] [info]  [16:02:52] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.65, y=58.82, z=35.23] does not have attribute null
[2024-06-22 16:02:52.342] [info]  [16:02:52] [Render thread/WARN]: Entity RemotePlayer['CpvpShadow'/1092852, l='ClientLevel', x=733.42, y=63.12, z=7.02] does not have attribute null
[2024-06-22 16:02:52.598] [info]  [16:02:52] [Render thread/INFO]: [System] [CHAT] (⚔) RED_The_Imposter killed Hamzzzzzzzz
[2024-06-22 16:02:52.700] [info]  [16:02:52] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.64, y=59.05, z=32.17] does not have attribute null
[2024-06-22 16:02:52.965] [info]  [16:02:52] [Render thread/WARN]: Entity RemotePlayer['Intsb'/1084022, l='ClientLevel', x=781.84, y=58.00, z=20.65] does not have attribute null
[2024-06-22 16:02:53.075] [info]  [16:02:53] [Render thread/WARN]: Entity RemotePlayer['glory590pro'/1103319, l='ClientLevel', x=776.30, y=58.78, z=17.46] does not have attribute null
[2024-06-22 16:02:53.076] [info]  [16:02:53] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.38, y=58.00, z=33.18] does not have attribute null
[2024-06-22 16:02:53.113] [info]  [16:02:53] [Render thread/INFO]: [System] [CHAT] (⚔) NotATryhard killed wndless
[2024-06-22 16:02:53.141] [info]  [16:02:53] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=777.81, y=58.88, z=67.26] does not have attribute null
[2024-06-22 16:02:53.168] [info]  [16:02:53] [Render thread/INFO]: [System] [CHAT] (⚔) KyotoLol killed Windxq
[2024-06-22 16:02:53.214] [info]  [16:02:53] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.04, y=58.00, z=34.08] does not have attribute null
[2024-06-22 16:02:53.315] [info]  [16:02:53] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=770.47, y=58.75, z=34.69] does not have attribute null
[2024-06-22 16:02:53.608] [info]  [16:02:53] [Render thread/WARN]: Entity RemotePlayer['_Crypreereturn'/1103433, l='ClientLevel', x=763.90, y=58.00, z=11.15] does not have attribute null
[2024-06-22 16:02:53.700] [info]  [16:02:53] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.63, y=59.92, z=33.70] does not have attribute null
[2024-06-22 16:02:53.791] [info]  [16:02:53] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=762.45, y=58.56, z=12.34] does not have attribute null
[2024-06-22 16:02:53.792] [info]  [16:02:53] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=753.14, y=58.00, z=16.06] does not have attribute null
[2024-06-22 16:02:54.213] [info]  [16:02:54] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=770.91, y=59.25, z=32.83] does not have attribute null
[2024-06-22 16:02:54.313] [info]  [16:02:54] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=770.52, y=59.18, z=32.92] does not have attribute null
[2024-06-22 16:02:54.514] [info]  [16:02:54] [Render thread/WARN]: Entity RemotePlayer['SummerFrog'/1106901, l='ClientLevel', x=747.41, y=59.17, z=18.41] does not have attribute null
[2024-06-22 16:02:54.541] [info]  [16:02:54] [Render thread/WARN]: Entity RemotePlayer['SummerFrog'/1106901, l='ClientLevel', x=747.41, y=59.17, z=18.41] does not have attribute null
[2024-06-22 16:02:54.587] [info]  [16:02:54] [Render thread/WARN]: Entity RemotePlayer['xboykenn_'/1103207, l='ClientLevel', x=743.31, y=58.88, z=17.31] does not have attribute null
[2024-06-22 16:02:54.706] [info]  [16:02:54] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=770.26, y=58.75, z=33.75] does not have attribute null
[2024-06-22 16:02:55.199] [info]  [16:02:55] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.29, y=58.00, z=35.39] does not have attribute null
[2024-06-22 16:02:55.254] [info]  [16:02:55] [Render thread/WARN]: Entity RemotePlayer['SazokiXXxXX46'/1052170, l='ClientLevel', x=762.99, y=58.80, z=10.79] does not have attribute null
[2024-06-22 16:02:55.300] [info]  [16:02:55] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=771.31, y=58.83, z=62.45] does not have attribute null
[2024-06-22 16:02:55.355] [info]  [16:02:55] [Render thread/INFO]: [System] [CHAT]  NotATryhard: really
[2024-06-22 16:02:55.593] [info]  [16:02:55] [Render thread/WARN]: Entity RemotePlayer['lokasa_'/1090010, l='ClientLevel', x=739.18, y=58.00, z=27.67] does not have attribute null
[2024-06-22 16:02:55.703] [info]  [16:02:55] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=770.54, y=58.50, z=37.59] does not have attribute null
[2024-06-22 16:02:56.236] [info]  [16:02:56] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=771.34, y=58.42, z=34.60] does not have attribute null
[2024-06-22 16:02:56.854] [info]  [16:02:56] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=771.78, y=58.94, z=59.58] does not have attribute null
[2024-06-22 16:02:57.008] [info]  [16:02:57] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=771.59, y=58.35, z=59.55] does not have attribute null
[2024-06-22 16:02:57.725] [info]  [16:02:57] [Render thread/WARN]: Entity RemotePlayer['_Crypreereturn'/1103433, l='ClientLevel', x=762.70, y=59.19, z=13.70] does not have attribute null
[2024-06-22 16:02:57.772] [info]  [16:02:57] [Render thread/INFO]: [System] [CHAT] (⚔) _Chhayfriendly killed .GAMMER_GOLD3804
[2024-06-22 16:02:57.899] [info]  [16:02:57] [Render thread/WARN]: Entity RemotePlayer['_GodHaru'/1087212, l='ClientLevel', x=767.14, y=59.05, z=47.10] does not have attribute null
[2024-06-22 16:02:58.132] [info]  [16:02:58] [Render thread/ERROR]: Error executing task on Client
[2024-06-22 16:02:58.132] [info]  java.lang.IllegalStateException: Player is either on another team or not on any team. Cannot remove from team 'collideRule_5595'.
[2024-06-22 16:02:58.133] [info]  	at Genesis/net.minecraft.world.scores.Scoreboard.removePlayerFromTeam(SourceFile:228) ~[?:?]
